"","Site.recode","Site.Description","Histology","Histology.Description","Histology.Behavior","Histology.Behavior.Description","Histology.Behavior.Four"
"204","C019-C024,C028-C029","TONGUE",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9759/3","Fibroblastic reticular cell tumor","9759"
"205","C019-C024,C028-C029","TONGUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9811/3","B lymphoblastic leukemia/lymphoma, NOS","9811"
"206","C019-C024,C028-C029","TONGUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9812/3","Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1","9812"
"207","C019-C024,C028-C029","TONGUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9813/3","Leukemia/lymphoma with t(v;11q23);MLL rearranged","9813"
"208","C019-C024,C028-C029","TONGUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9814/3","Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)","9814"
"209","C019-C024,C028-C029","TONGUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9815/3","B lymphoblastic leukemia/lymphoma with hyperdiploidy","9815"
"210","C019-C024,C028-C029","TONGUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9816/3","Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)","9816"
"211","C019-C024,C028-C029","TONGUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9817/3","B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH","9817"
"212","C019-C024,C028-C029","TONGUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9818/3","Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)","9818"
"213","C019-C024,C028-C029","TONGUE",982,"LYMPHOID LEUKEMIA, NOS","9823/3","Chronic lymphocytic leukemia/small lymphocytic lymphoma","9823"
"214","C019-C024,C028-C029","TONGUE",983,"PROLYMPH/PRECURS LEUKEMIA","9831/3","T-cell large granular lymphocytic leukemia","9831"
"215","C019-C024,C028-C029","TONGUE",983,"PROLYMPH/PRECURS LEUKEMIA","9837/3","T lymphoblastic leukemia/lymphoma","9837"
"216","C019-C024,C028-C029","TONGUE",996,"CHRONIC MYELOPROLIFERATIVE DIS.","9965/3","Myeloid and lymphoid neoplasms with PDGFRB rearrangement","9965"
"217","C019-C024,C028-C029","TONGUE",996,"CHRONIC MYELOPROLIFERATIVE DIS.","9967/3","Myeloid and lymphoid neoplasm with FGFR1 abnormalities","9967"
"218","C019-C024,C028-C029","TONGUE",997,"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS","9971/3","Polymorphic PTLD","9971"
"219","C019-C024,C028-C029","TONGUE",997,"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS","9975/3","Myelodysplastic/Myeloproliferative neoplasm, unclassifiable","9975"
"220","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,"NEOPLASM","8000/3","Neoplasm, malignant","8000"
"221","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,"NEOPLASM","8001/3","Tumor cells, malignant","8001"
"222","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,"NEOPLASM","8002/3","Malignant tumor, small cell type","8002"
"223","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,"NEOPLASM","8003/3","Malignant tumor, giant cell type","8003"
"224","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,"NEOPLASM","8004/3","Malignant tumor, spindle cell type","8004"
"225","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",800,"NEOPLASM","8005/3","Malignant tumor, clear cell type","8005"
"226","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS","8010/2","Carcinoma in situ, NOS","8010"
"227","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS","8010/3","Carcinoma, NOS","8010"
"228","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS","8011/3","Epithelioma, malignant","8011"
"229","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS","8012/3","Large cell carcinoma, NOS","8012"
"230","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS","8013/3","Large cell neuroendocrine carcinoma","8013"
"231","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS","8014/3","Large cell carcinoma with rhabdoid phenotype","8014"
"232","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",801,"CARCINOMA, NOS","8015/3","Glassy cell carcinoma","8015"
"233","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",802,"CARCINOMA, UNDIFF., NOS","8020/3","Carcinoma, undifferentiated type, NOS","8020"
"234","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",802,"CARCINOMA, UNDIFF., NOS","8021/3","Carcinoma, anaplastic type, NOS","8021"
"235","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",802,"CARCINOMA, UNDIFF., NOS","8022/3","Pleomorphic carcinoma","8022"
"236","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,"GIANT & SPINDLE CELL CARCINOMA","8030/3","Giant cell and spindle cell carcinoma","8030"
"237","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,"GIANT & SPINDLE CELL CARCINOMA","8031/3","Giant cell carcinoma","8031"
"238","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,"GIANT & SPINDLE CELL CARCINOMA","8032/3","Spindle cell carcinoma","8032"
"239","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,"GIANT & SPINDLE CELL CARCINOMA","8033/3","Pseudosarcomatous carcinoma","8033"
"240","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,"GIANT & SPINDLE CELL CARCINOMA","8034/3","Polygonal cell carcinoma","8034"
"241","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",803,"GIANT & SPINDLE CELL CARCINOMA","8035/3","Carcinoma with osteoclast-like giant cells","8035"
"242","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",805,"PAPILLARY CARCINOMA, NOS","8050/2","Papillary carcinoma in situ","8050"
"243","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",805,"PAPILLARY CARCINOMA, NOS","8050/3","Papillary carcinoma, NOS","8050"
"244","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",805,"PAPILLARY CARCINOMA, NOS","8051/3","Verrucous carcinoma, NOS","8051"
"245","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",805,"PAPILLARY CARCINOMA, NOS","8052/2","Papillary squamous cell carcinoma, non-invasive","8052"
"246","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",805,"PAPILLARY CARCINOMA, NOS","8052/3","Papillary squamous cell carcinoma","8052"
"247","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS","8070/2","Squamous cell carcinoma in situ, NOS","8070"
"248","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS","8070/3","Squamous cell carcinoma, NOS","8070"
"249","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS","8071/3","Sq. cell carcinoma, keratinizing, NOS","8071"
"250","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS","8072/3","Sq. cell carcinoma, lg. cell, non-ker.","8072"
"251","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS","8073/3","Sq. cell carcinoma, sm. cell, non-ker.","8073"
"252","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS","8074/3","Sq. cell carcinoma, spindle cell","8074"
"253","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS","8075/3","Squamous cell carcinoma, adenoid","8075"
"254","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS","8076/2","Sq. cell carc. in situ with question. stromal invas.","8076"
"255","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS","8076/3","Sq. cell carcinoma, micro-invasive","8076"
"256","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",807,"SQUAMOUS CELL CARCINOMA, NOS","8078/3","Squamous cell carcinoma with horn formation","8078"
"257","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",808,"LYMPHOEPITHELIAL CARCINOMA","8081/2","Bowen disease","8081"
"258","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",808,"LYMPHOEPITHELIAL CARCINOMA","8082/3","Lymphoepithelial carcinoma","8082"
"259","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",808,"LYMPHOEPITHELIAL CARCINOMA","8083/3","Basaloid squamous cell carcinoma","8083"
"260","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",808,"LYMPHOEPITHELIAL CARCINOMA","8084/3","Squamous cell carcinoma, clear cell type","8084"
"261","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",814,"ADENOCARCINOMA, NOS","8140/2","Adenocarcinoma in situ","8140"
"262","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",814,"ADENOCARCINOMA, NOS","8140/3","Adenocarcinoma, NOS","8140"
"263","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",814,"ADENOCARCINOMA, NOS","8141/3","Scirrhous adenocarcinoma","8141"
"264","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",814,"ADENOCARCINOMA, NOS","8143/3","Superficial spreading adenocarcinoma","8143"
"265","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",814,"ADENOCARCINOMA, NOS","8147/3","Basal cell adenocarcinoma","8147"
"266","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",820,"ADENOID CYSTIC & CRIBRIFORM CA.","8200/3","Adenoid cystic carcinoma","8200"
"267","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",820,"ADENOID CYSTIC & CRIBRIFORM CA.","8201/2","Cribriform carcinoma in situ","8201"
"268","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",820,"ADENOID CYSTIC & CRIBRIFORM CA.","8201/3","Cribriform carcinoma","8201"
"269","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",825,"BRONCHIOLO-ALVEOLAR ADENOCA.","8255/3","Adenocarcinoma with mixed subtypes","8255"
"270","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",826,"PAPILLARY ADENOCARCINOMA, NOS","8260/3","Papillary adenocarcinoma, NOS","8260"
"271","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",826,"PAPILLARY ADENOCARCINOMA, NOS","8261/2","Adenocarcinoma in situ in villous adenoma","8261"
"272","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",826,"PAPILLARY ADENOCARCINOMA, NOS","8261/3","Adenocarcinoma in villous adenoma","8261"
"273","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",826,"PAPILLARY ADENOCARCINOMA, NOS","8262/3","Villous adenocarcinoma","8262"
"274","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",826,"PAPILLARY ADENOCARCINOMA, NOS","8263/2","Adenocarcinoma in situ in tubulovillous adenoma","8263"
"275","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",826,"PAPILLARY ADENOCARCINOMA, NOS","8263/3","Adenocarcinoma in tubulovillous adenoma","8263"
"276","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",831,"CLEAR CELL ADENOCARCINOMA, NOS","8310/3","Clear cell adenocarcinoma, NOS","8310"
"277","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",843,"MUCOEPIDERMOID CARCINOMA","8430/3","Mucoepidermoid carcinoma","8430"
"278","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",844,"CYSTADENOCARCINOMA, NOS","8440/3","Cystadenocarcinoma, NOS","8440"
"279","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",848,"MUCINOUS ADENOCARCINOMA","8480/3","Mucinous adenocarcinoma","8480"
"280","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",848,"MUCINOUS ADENOCARCINOMA","8481/3","Mucin-producing adenocarcinoma","8481"
"281","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",855,"ACINAR CELL CARCINOMA","8550/3","Acinar cell carcinoma","8550"
"282","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",855,"ACINAR CELL CARCINOMA","8551/3","Acinar cell cystadenocarcinoma","8551"
"283","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",872,"NEVI & MELANOMAS","8720/2","Melanoma in situ","8720"
"284","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",872,"NEVI & MELANOMAS","8720/3","Malignant melanoma, NOS","8720"
"285","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",872,"NEVI & MELANOMAS","8721/3","Nodular melanoma","8721"
"286","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",872,"NEVI & MELANOMAS","8722/3","Balloon cell melanoma","8722"
"287","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",872,"NEVI & MELANOMAS","8723/3","Malignant melanoma, regressing","8723"
"288","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",873,"AMELANOTIC MELANOMA","8730/3","Amelanotic melanoma","8730"
"289","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",874,"MAL. MEL. IN JUNCT. NEVUS","8743/3","Superficial spreading melanoma","8743"
"290","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",874,"MAL. MEL. IN JUNCT. NEVUS","8745/3","Desmoplastic melanoma, malignant","8745"
"291","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",874,"MAL. MEL. IN JUNCT. NEVUS","8746/3","Mucosal lentiginous melanoma","8746"
"292","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",877,"EPITHELIOID CELL MELANOMA","8770/3","Mixed epithel. & spindle cell melanoma","8770"
"293","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",877,"EPITHELIOID CELL MELANOMA","8771/3","Epithelioid cell melanoma","8771"
"294","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",877,"EPITHELIOID CELL MELANOMA","8772/3","Spindle cell melanoma, NOS","8772"
"295","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",881,"FIBROMATOUS NEOPLASMS","8810/3","Fibrosarcoma, NOS","8810"
"296","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",881,"FIBROMATOUS NEOPLASMS","8811/3","Fibromyxosarcoma","8811"
"297","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",881,"FIBROMATOUS NEOPLASMS","8813/3","Fascial fibrosarcoma","8813"
"298","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",881,"FIBROMATOUS NEOPLASMS","8814/3","Infantile fibrosarcoma","8814"
"299","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",881,"FIBROMATOUS NEOPLASMS","8815/3","Solitary fibrous tumor, malignant","8815"
"300","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",890,"RHABDOMYOSARCOMA, NOS","8900/3","Rhabdomyosarcoma, NOS","8900"
"301","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",890,"RHABDOMYOSARCOMA, NOS","8901/3","Pleomorphic rhabdomyosarcoma, adult type","8901"
"302","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",890,"RHABDOMYOSARCOMA, NOS","8902/3","Mixed type rhabdomyosarcoma","8902"
"303","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",891,"EMBRYONAL RHABDOMYOSARCOMA","8910/3","Embryonal rhabdomyosarcoma","8910"
"304","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",891,"EMBRYONAL RHABDOMYOSARCOMA","8912/3","Spindle cell rhabdomyosarcoma","8912"
"305","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",894,"MIXED TUMOR, MALIGNANT, NOS","8940/3","Mixed tumor, malignant, NOS","8940"
"306","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",894,"MIXED TUMOR, MALIGNANT, NOS","8941/3","Carcinoma in pleomorphic adenoma","8941"
"307","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",898,"CARCINOSARCOMA, NOS","8980/3","Carcinosarcoma, NOS","8980"
"308","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",898,"CARCINOSARCOMA, NOS","8981/3","Carcinosarcoma, embryonal type","8981"
"309","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",898,"CARCINOSARCOMA, NOS","8982/3","Malignant myoepithelioma","8982"
"310","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",914,"KAPOSI SARCOMA","9140/3","Kaposi sarcoma","9140"
"311","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",959,"MALIGNANT LYMPHOMA, NOS","9590/3","Malignant lymphoma, NOS","9590"
"312","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",959,"MALIGNANT LYMPHOMA, NOS","9591/3","Malignant lymphoma, non-Hodgkin","9591"
"313","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",959,"MALIGNANT LYMPHOMA, NOS","9596/3","Composite Hodgkin and non-Hodgkin lymphoma","9596"
"314","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",965,"HODGKIN LYMPHOMA","9650/3","Hodgkin lymphoma, NOS","9650"
"315","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",965,"HODGKIN LYMPHOMA","9651/3","Hodgkin lymphoma, lymphocyte-rich","9651"
"316","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",965,"HODGKIN LYMPHOMA","9652/3","Hodgkin lymphoma, mixed cellularity, NOS","9652"
"317","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",965,"HODGKIN LYMPHOMA","9653/3","Hodgkin lymphoma, lymphocytic deplet., NOS","9653"
"318","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",965,"HODGKIN LYMPHOMA","9654/3","Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis","9654"
"319","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",965,"HODGKIN LYMPHOMA","9655/3","Hodgkin lymphoma, lymphocyt. deplet., reticular","9655"
"320","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",965,"HODGKIN LYMPHOMA","9659/3","Hodgkin lymph., nodular lymphocyte predom.","9659"
"321","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9661/3","Hodgkin granuloma [obs]","9661"
"322","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9662/3","Hodgkin sarcoma [obs]","9662"
"323","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9663/3","Hodgkin lymphoma, nodular sclerosis, NOS","9663"
"324","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9664/3","Hodgkin lymphoma, nod. scler., cellular phase","9664"
"325","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9665/3","Hodgkin lymphoma, nod. scler., grade 1","9665"
"326","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9667/3","Hodgkin lymphoma, nod. scler., grade 2","9667"
"327","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",967,"ML, SMALL B-CELL LYMPHOCYTIC","9670/3","ML, small B lymphocytic, NOS","9670"
"328","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",967,"ML, SMALL B-CELL LYMPHOCYTIC","9671/3","ML, lymphoplasmacytic","9671"
"329","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",967,"ML, SMALL B-CELL LYMPHOCYTIC","9673/3","Mantle cell lymphoma","9673"
"330","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","GUM, FLOOR OF MOUTH, & OTHER MOUTH",967,"ML, SMALL B-CELL LYMPHOCYTIC","9675/3","ML, mixed sm. and lg. cell, diffuse","9675"
